author,title,description,content,date
Sherri Borden Colley,"Black women in N.S. less likely to get tested for breast and cervical cancers, study finds","Black women in Nova Scotia are less likely than white women to get mammograms and PAP tests that screen for breast and cervical cancer, a new review out of the University of Toronto has found.","Black women in Nova Scotia are less likely than white women to getmammograms and PAP tests thatscreen for breast and cervical cancer, a new review out of the University of Toronto has found. The study, which waspublished this month in the Journal of Healt 3154 chars ",2019-11-21T10:00:00Z
Hesh Goldstein,"Is eating dead, rotting, stinky flesh safe ","There was an article that appeared in the Asbury Park Press newspaper on October 5, 1919 entitled, Red meat study draws criticism in health field. There was a study done by Bradley Johnson, a professor of Community Health and Epidemiology at Dalhousie Unive","When I was a kid, if I were told that I'd be writing a book about diet and nutrition when I was older, let alone having been doing a health related radio show for over 36 years, I would've thought that whoever told me that was out of their mind. Living in New 9125 chars ",2019-11-19T20:36:31Z
Nicholas Keung - Immigration Reporter,Researchers urge boycott of migration conference slated for China,"As Canada struggles to thaw its frosty relationship with China, academics and researchers are calling for a boycott of the worlds largest conference on migration, settlement and diversity to be held in Beijing next year.","As Canada struggles to thaw its frosty relationship with China, academics and researchers are boycotting the worlds largest conference on migration, settlement and diversity to be held in Beijing. The group has launched an online petition urging that the 20 3813 chars ",2019-11-19T23:14:59Z
Dirk Meissner - The Canadian Press,Bones found almost 50 years ago recognized as B.C.s first dinosaur species,"The partial bones, which included toes, shins and shoulder bones, formed the evidence to designate a new dinosaur species that roamed the province more than 67 million years ago.","VICTORIA A geologists discovery of a mysterious claw in rocks along a rail line in British Columbias northern wilderness almost 50 years ago has led to the recognition of the first dinosaur species unique to the province. Nicknamed Buster, the partial bon 3056 chars ",2019-11-07T13:38:59Z
Emma Smith,'It changes the future' Why this Nova Scotian wants to make brain donation easier,A Lunenburg County woman wants to make it easier for Nova Scotians to donate their brains for research in honour of her dad who had dementia and died a decade ago.,A Lunenburg County woman wants to make it easier for Nova Scotians to donate their brains for research in honour of her dad who had dementia and died a decade ago. Bernice Williams started the nobrainer campaign earlier this month toconvince the provinci 4373 chars ,2019-11-22T10:00:00Z
Bob Weber - The Canadian Press,Climate change shifting protected marine ecosystems outside conservation areas,"Fish species are moving further north because of warming temperatures, which makes accounting for them in marine protected areas difficult.","Governments may have to rethink how they conserve ocean ecosystems as climate change forces marine animals from their usual homes, says newly published research. Things are going to keep changing, said Derek Tittensor of Nova Scotias Dalhousie University, 2906 chars ",2019-11-27T19:49:35Z
Nissim Mannathukkaren,At the altar of national security,"Human development and ecology have always been given the short shrift in India. But now, they are not even discussed","If there is one feature that unites regimes based on right wing ideology across the world, it is their relentless and near daily focus on emotive issues like nationalism, religious identity, terrorism, national security, and so on. While the effect of this in 7404 chars ",2019-11-08T19:06:31Z
Rachel Bergen,Lack of firefighting resources putting south Winnipeggers at risk union,"A large chunk of southern Winnipeg is believed to be at risk because there aren't resources in the area to adequately protect residents from fires, according to the union that represents firefighters in the city.","A large chunk of southern Winnipeg couldbe at risk because there aren't resources in the area to adequately protect residents from fires, warns theunion that represents firefighters in the city. Alex Forrest, the president of the United Fire Fighters of Wi 2859 chars ",2019-11-20T00:37:08Z
Bobbi-Jean MacKinnon,"Don't let New Brunswick become 'lesser' with loss of Brunswick Smelter, urges documentarian",A documentarian and academic from northern New Brunswick says a provincewide discussion about the value of small communities and their future is long overdue.,A documentarian and academic from northern New Brunswick says a provincewide discussion about the value of small communities and their future is long overdue. Tony Tremblaywas reacting to the news Glencore Canada Corp. willclose the Brunswick Smelter in Be 4903 chars ,2019-11-19T09:00:00Z
Emily Chung,Ancient plants learned to survive on land by stealing other species' DNA,"The first plants on Earth were algae that lived in water, and moving onto land required completely new survival skills. Now a new study shows plants got those skills by doing something weird stealing genes from totally different species.","The first plants on Earth were algae that lived in water, and moving onto land required completely new survival skills. Now a new study involving Canadian researchers shows plants got those skillsby stealing genes from a totally different species soil bact 5515 chars ",2019-11-14T18:40:54Z
Paul Withers,"1.8 million pieces of garbage litter bottom of Bay of Fundy, says study","A new study estimates almost two million pieces of junk lie on the seafloor of the Bay of Fundy between Nova Scotia and New Brunwsick, most of which is plastic and fishing gear, but the number is likely more.","A new study estimates almosttwo million pieces of junk lie on the seafloor of the Bay of Fundy between Nova Scotia and New Brunwsick, most of which is plastic and fishing gear, but the number is likely more. The study, Benthic marine debris in the Bay of Fu 3607 chars ",2019-11-15T10:00:00Z
Lauren Strapagiel,This Woman Dropped The Charges Against Her Alleged Rapist And Instead Chose To Confront Him Using Restorative Justice,Marlee Liss now wants other survivors to know that the traditional justice system isnt their only option. View Entire Post ,"The trauma didnt stop when Marlee Liss escaped the condo where she said she was raped. It followed her to the hospital where she had a rape kit examination performed, when she made a report to police, and finally into the courtroom. As she relived it over an 11842 chars ",2019-11-07T16:20:37Z
Paul Withers,Right whale restrictions offer glimpse into future price of climate change,A new report says marine protected areas may not be enough to preserve biodiversity in the face of rapid climate change.,"Protecting ocean ecosystems and marine life from climate change will require more flexibility in the future, including the type of temporary closures imposed by Canada inthe Gulf of St. Lawrence to protect endangered whales, according to a new report. The p 2998 chars ",2019-11-27T19:00:00Z
CBC News,Province reverses course on public private partnerships for 2 Cape Breton hospitals,The Nova Scotia government has quietly reversed its decision to use public private partnerships to build new health care facilities in New Waterford and North Sydney.,"The Nova Scotia government has quietly reversed its decision to use apublic private partnership to buildnew health care facilities in Cape Breton. In April, Transportation and Infrastructure Renewal Minister Lloyd Hines said the model would be used in hosp 2864 chars ",2019-11-07T22:42:28Z
,University of Guelph 2020 Food Price Report Finds Imported Produce Driving Up Canadians' Grocery Bills,"10th annual food forecast announced today GUELPH, ON, Dec. 4, 2019 PRNewswire Canadian families can expect to fork out 487 more on food this year. Rising meat, produce and seafood prices are to blame according to the 2020 Canada's Food Price Report. Rele","The average Canadian household total grocery bill will rise to 12,667. The expected cost increase is the result of meat prices going up by as much as six per cent and produce and seafood prices by about four per cent. ""If U.S. President Donald Trump's ele 2285 chars ",2019-12-04T12:28:00Z
,"2020 DRI Nevada Medal of Science to honor Dr. Kathryn Sullivan, first American woman to walk in space"," Desert Research Institute The Desert Research Institute DRI is pleased to announce the selection of Dr. Kathryn Sullivan, a distinguished scientist, astronaut, explorer and author of 'Handprints on Hubble An Astronaut's Story of Invention' as the recip",IMAGE The DRI Nevada Medal of Science was established by the Desert Research Institute DRI in 1988 to acknowledge outstanding achievement in science and engineering. The award is the highest scientific... view more Credit Desert Research Institute RE 5548 chars ,2019-11-25T05:00:00Z
Cassidy Chisholm,More single people are using New Brunswick food banks,"Nearly half the people using New Brunswick food banks live alone, according to a new report by Food Banks Canada.","Nearly half the people using New Brunswick food banks live alone, according to a new report by Food Banks Canada. ""This is really problematic when you have someone visiting a food bank who lives alone,"" saidSylvain Charlebois,the director of the Agri Food 2580 chars ",2019-11-18T21:00:44Z
"Zane Woodford - Star Halifax,Lyndsay Armstrong - University of King’s College,Megan O’Toole,Elizabeth McSheffrey - Global News",More than half of Nova Scotians on wells are at risk of having lead in their water,"About 440,000 Nova Scotians nearly half the provinces residents draw tap water from a well.","HALIFAXDarlene Arnold lives in the same home where she grew up, near the ocean in East Jeddore, a fishing village less than an hours drive east of Halifax. Just like about 440,000 other Nova Scotians nearly half the provinces residents the 59 year old 10545 chars ",2019-11-04T10:00:00Z
Aleksandra Sagan - The Canadian Press,"Climate change to push food prices higher, report predicts up to 4 hike in 2020","The average Canadian family will pay up to an extra 487 on feeding themselves next year, according to an annual food price report that highlights climate change as a major culprit for rising food prices, especially in the produce department.","The average Canadian family will pay up to an extra 487 on feeding themselves next year, according to an annual food price report that highlights climate change as a major culprit for rising food prices, especially in the produce department. Unexpected snow 6519 chars ",2019-12-04T05:05:03Z
,Canadians dying at a higher rate in areas with more air pollution," University of British Columbia Air pollution even at levels below national and international air quality guidelines is associated with an increased risk of deaths in Canada, according to new UBC research.","Air pollution even at levels below national and international air quality guidelines is associated with an increased risk of deaths in Canada, according to new UBC research. The study, published today in a Health Effects Institute HEI report, is the la 3488 chars ",2019-11-25T05:00:00Z
,Tanzanian Appointed Acting Chief of CBD," Daily News A TANZANIAN national, Ms Elizabeth Maruma Mrema, has been appointed Acting Executive Secretary of the Convention on Biological Diversity CBD Secretariat based in Monteal, Canada, effective from December 1, this year.","A TANZANIAN national, Ms Elizabeth Maruma Mrema, has been appointed Acting Executive Secretary of the Convention on Biological Diversity CBD Secretariat based in Monteal, Canada, effective from December 1, this year. Ms Mrema's appointment follows the resi 2800 chars ",2019-11-25T11:44:14Z
John Ivison,John Ivison Andrew Scheers future hinges on cross country listening tour,Stepping down would not be an easy decision for Scheer. But he may well come to the conclusion that he has no choice. The discontent is real,"Tom Mulcair was the bookmakers favourite to become prime minister a month before the vote in 2015. Six months after polling day, he was rejected as NDP leader by the majority of delegates at the partys annual convention. Andrew Scheer was in a similar posi 4066 chars ",2019-11-05T23:20:57Z
Brigit Katz,Poor Potato Crops Could Lead to a North American French Fry Shortage,Say it isn't so,"Dreary weather hit North American potato growers hard this fall, leading to dreary news for french fry lovers in the United States and Canada. According to Ashley Robinson of Bloomberg, poor potato crop yields could mean that spud prices will rise this yeara 2771 chars ",2019-12-03T21:01:37Z
Matt C Reynolds,The Faroe Islands Ethnographic Methods in Architecture,Contributed by Matt C Reynolds Source Photo Matt C Reynolds. License All Rights Reserved. This book 77 inch is a reflection of my experience during a solo travel research trip to the Faroe Islands. It was produced over the cou,"This book 77 inch is a reflection of my experience during a solo travel research trip to the Faroe Islands. It was produced over the course of six months, after returning home and processing my extensive notes, drawings, artifacts, and photographs. The ai 572 chars ",2019-11-08T08:11:43Z
,Tanzanian Lands Top UN Position," Citizen Dar es Salaam A Tanzanian, Ms Elizabeth Maruma Mrema, has been appointed acting executive secretary of the Convention on Biological Diversity CBD Secretariat with effect from December 1, 2019.","Dar es Salaam A Tanzanian, Ms Elizabeth Maruma Mrema, has been appointed acting executive secretary of the Convention on Biological Diversity CBD Secretariat with effect from December 1, 2019. CDB is based in Monteal, Canada and the appointment was made 3153 chars ",2019-11-25T11:30:47Z
Josh Rubin - Business Reporter,KFC hopes to avoid a hot mess with new bamboo buckets for poutine,Fast food chain launches a trial of new packagingstarting with poutine.,"Poutine just might be one of the messiest snack foods known to humankind. That also, apparently, makes it the ideal way to test new, environmentally friendly packaging. The gravy and cheese curd laden mass of fries will be front and centre next year as KFC 4342 chars ",2019-11-05T20:21:00Z
Alexander Raginsky,Tenure Track Faculty Positions in Computer Science,The Faculty of Computer Science at Dalhousie University invites applications for a Tenure Stream Assistant Professor position. The ideal candidate for this position would be an outstanding researcher with a de,The Faculty of Computer Science at Dalhousie University invites applications for a Tenure Stream Assistant Professor position. The ideal candidate for this position would be an outstanding researcher with a 2663 chars ,2019-11-07T00:00:00Z
Bob Weber,Canada's protected marine areas may not be protected enough,"Governments may have to rethink how they conserve ocean ecosystems as climate change forces marine animals from their usual homes, says newly published research.","Governments may have to rethink how they conserve ocean ecosystems as climate change forces marine animals from their usual homes, says newly published research. ""Things are going to keep changing,"" said Derek Tittensor of Nova Scotia's Dalhousie University, 2774 chars ",2019-11-28T15:59:56Z
Bob Weber,Canada's marine protected areas may not be protected enough,"Governments may have to rethink how they conserve ocean ecosystems as climate change forces marine animals from their usual homes, says newly published research.","Governments may have to rethink how they conserve ocean ecosystems as climate change forces marine animals from their usual homes, says newly published research. ""Things are going to keep changing,"" said Derek Tittensor of Nova Scotia's Dalhousie University, 2774 chars ",2019-11-28T15:59:56Z
Michael Tutton,Study counts 1.8 million pieces of trash at Bay of Fundy's bottom,"A survey estimates more than 1.8 million pieces of garbage are strewn over the bottom of the Bay of Fundy, prompting concerns about potential harm to marine life.","A survey estimates more than 1.8 million pieces of garbage are strewn over the bottom of the Bay of Fundy, prompting concerns about potential harm to marine life. The study published Thursday in Marine Pollution Bulletin found an average of 137 pieces of pla 3134 chars ",2019-11-16T02:56:01Z
Bob Weber,Threat to fish biodiversity blamed on government scientists,"Canada has made disappointingly little progress in preserving the variety of life in its oceans largely because of a contradiction in the federal department that's supposed to protect it, says a group of senior scientists.","Canada has made disappointingly little progress in preserving the variety of life in its oceans largely because of a contradiction in the federal department that's supposed to protect it, says a group of senior scientists. ""The Department of Fisheries and O 3205 chars ",2019-11-20T21:47:15Z
Sophie Gilbert,The Voices in Margaret Atwoods Head,"Over the course of her writing career, she has given unlikely witnesses the chance to offer personal testimony in times of crisis.","I n 1980, five years before The Handmaids Tale was published, the Canadian writer Margaret Atwood was appearing at a poetry festival in Portland, Oregon, when her trip was disrupted by natural disaster Mount St. Helens, in nearby Washington State, began eru 15295 chars ",2019-11-08T13:00:00Z
Stephen Maher,The people Via Rail is leaving behind,Stephen Maher The Crown corporation's new no cash rule for buying food hurts the 10 per cent of the population that doesn't have a credit card The post The people Via Rail is leaving behind appeared first on Macleans.ca.,"At the end of October, Via Rail announced that it would only accept payment for food and beverages by credit cards and gift cards on most of its routes, which means that people without credit cardsabout 10 per cent of the populationcan no longer buy a coffee 4962 chars ",2019-11-27T21:42:03Z
"Christina Spencer, Ottawa Citizen",Why human rights defenders should skip immigration conference in China,It is time for Canada and other Western countries to recognize they cannot assume that policy and academic exchanges will change repressive regimes.,"The number of international events being hosted by China is on the rise. At first glance, one mightargue that global exchange is a mechanism for the West to normalize democratic values and open science. However, the world is increasingly witnessing repressiv 4185 chars ",2019-11-25T17:10:00Z
,"Genome Editing Services, World Markets to 2030 Focus on CRISPR The Most Popular Genome Manipulation Technology Tool","DUBLIN, Nov. 28, 2019 PRNewswire The ""Genome Editing Services Market Focus on CRISPR 2019 2030"" report has been added to ResearchAndMarkets.com's offering. This report features an extensive study of the current landscape of CRISPR based genome editing se","DUBLIN, Nov. 28, 2019 PRNewswire The ""Genome Editing Services Market Focus on CRISPR 2019 2030"" report has been added to ResearchAndMarkets.com's offering. This report features an extensive study of the current landscape of CRISPR based genome editing s 36112 chars ",2019-11-28T12:00:00Z
Martin Pelletier,Alberta needs Canada to ditch the complacency and take action on the economy,Martin Pelletier It may take a real estate contraction for the rest of the country to finally wake up and start addressing our inability to scale out our strengths,"Much has been written about Albertas lack of diversification beyond the resource sector, something many are blaming for contributing to its current economic woes. While I dont disagree with that assessment, many observers fail to realize that the problem is 3833 chars ",2019-11-25T12:00:32Z
,Great Bear Augments Management Team,"TSX V GBR VANCOUVER, Nov. 19, 2019 PRNewswire Great Bear Resources Ltd. the ""Company"" or ""Great Bear"", TSX V GBR today reported the appointment of Mr. Calum Morrison to the position of Vice President, Corporate Development. Mr. Morrison has over 15 ye","TSX V GBR VANCOUVER, Nov. 19, 2019 PRNewswire Great Bear Resources Ltd. the ""Company"" or ""Great Bear"", TSX V GBR today reported the appointment of Mr. Calum Morrison to the position of Vice President, Corporate Development. Mr. Morrison has over 15 5315 chars ",2019-11-19T12:30:00Z
Bangkok Post Public Company Limited,Government in hot water over shark fin soup meal,Environmentalists have slammed the government and coalition parties for including shark fin soup on the menu at a get together on Tuesday night.,Members of ruling coalition arrive at Rajpruek Club on Tuesday night for a get together dinner that included shark fin soup. Photo by Pornprom Satrabhaya Environmentalists have slammed the government and coalition parties for including shark fin soup on th 1382 chars ,2019-12-04T17:12:00Z
The New York Times,New York Times long read The astonishing story of Prince Cyrus and the kingdom of Oudh,"Oudh pronounced Uh vud was a kingdom that no longer existed. The British annexed it in 1856, a trauma from which its capital, Lucknow, never recovered. The core of the city is still made of Oudhs vaulted shrines and palaces. The post New York Times long re","New Delhi On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The message was passed on by our office manager through GChat, and it thrilled me so much that 42791 chars ",2019-11-24T04:38:04Z
The Globe And Mail,"Average Canadian family will pay about 480 more for groceries in 2020, major study predicts",The 4 per cent increase driven in large part by climate change and continuing trade issues will outpace the average food inflation rate over the past decade of about 2 per cent to 2.5 per cent per year.,"Food prices are set to increase by about 4 per cent next year, according to a new report meaning the average family will spend about 480 more on groceries in 2020. The forecast, driven in large part by climate change and continuing trade issues, outpaces th 3026 chars ",2019-12-04T05:01:00Z
Aleksandra Sagan,"Climate change to push food prices higher, report predicts up to 4 per cent hike in 2020","The average Canadian family will pay up to an extra 487 on feeding themselves next year, according to an annual food price report that highlights climate change as a major culprit for rising food prices, especially in the produce department.","The average Canadian family will pay up to an extra 487 on feeding themselves next year, according to an annual food price report that highlights climate change as a major culprit for rising food prices, especially in the produce department. Unexpected snow 6383 chars ",2019-12-04T07:02:37Z
Cheryl Chan,Elizabeth May timeline Green leader to step down after 13 years at head of party,"Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the familys restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid 1970s to protest aerial insecticide spraying","Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the familys restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid 1970s to protest aerial insecticide spraying 2869 chars ",2019-11-05T01:27:32Z
Eva Amsen,What Makes A Catchy And Effective Climate Song Forbes,"After a research trip to the Great Barrier Reef, researchers and artists co wrote the song Rock the Boat, complete with scientific annotations. But what makes for an effective climate song ","Rock the Boat by Blue Spotted Rays is one of the few songs if not the only one to be released both on vinyl as well as a paper in an academic journal. amp nbsp The band is a motley crew of a geographer, a coastal researcher and two artists, who in 2018 spent 7813 chars ",2019-11-27T00:40:00Z
The Globe And Mail,"Fries, with extra dough a Quebec poutine maker turns to patrons for help in a labour crunch","Chez Ashton has started applying a 12 per cent surcharge on food served between midnight and 5 a.m. as a way to increase employee wages, attract staff and keep from closing early",Chez Ashton is a 50 year old institution venerated for its generous servings of golden French fries topped with cheese curds and brown gravy. Renaud Philippe Even the godfather of poutine is having trouble finding staff amid Quebecs severe labour shortage 5469 chars ,2019-11-17T22:05:58Z
Josh Healey,Lobster exports Nothing else in our province comes close to it',"Thousands of kilograms of live Nova Scotia lobster take off from the Halifax Stanfield International Airport everyday, shipped in bulk across the globe, often destined for customers in the United States, Europe and increasingly, Asia. Lobster and","Thousands of kilograms of live Nova Scotia lobster take off from the Halifax Stanfield International Airport everyday, shipped in bulk across the globe, often destined for customers in the United States, Europe and increasingly, Asia. Lobster and other cargo 4007 chars ",2019-11-30T01:14:23Z
Lyndsay Armstrong,Thousands of Nova Scotians at risk of lead exposure from wells,"A collaborative investigation between Global News, media and academic partners has unearthed disturbing findings about the prevalence of lead in tap water across the province.","Darlene Arnold shifts uncomfortably in her seat as she takes off her reading glasses. In her hands, she holds the results from chemical tests of the tap water in her home in East Jeddore, a small fishing village less than an hours drive east of Halifax. T 12291 chars ",2019-11-04T10:13:30Z
Elizabeth Mcsheffrey,N.S. Opposition demands action after investigation finds widespread risk of lead exposure,Opposition leaders in Nova Scotia are calling for the government to take swift action to mitigate the risk of lead in well water across the province.,"Opposition leaders in Nova Scotia are calling for the provincial government to take swift action to mitigate the risk of lead in well water across the province. The demand comes in the wake of an investigation published by Global News and the Star Halifax, r 5508 chars ",2019-11-05T23:32:59Z
Laura Brehaut,"Over the span of a decade, nothing came to define us more than the avocado","A true food phenomenon, the avocado epitomizes our time like no other","A true food phenomenon, the avocado epitomizes our time like no other. In the span of a decade, it has been involved in absurd injuries, surreal wedding proposals and sparked a bloody cartel war all while being exceedingly gratifying to eat. We desire the s 5306 chars ",2019-12-03T14:13:59Z
Meghan Collie,The lack of health data about Black Canadians can be life threatening study,"The findings reflect the larger issue of systemic bias within Canadian health care, according to experts.","Black Canadian women may be under screened for cervical and breast cancer due to the lack of health data collected about Black Canadians more broadly, a new report suggests. A new literature review from the University of Toronto noted Black Canadians make up 6110 chars ",2019-11-13T22:03:34Z
Elizabeth Mcsheffrey,"Citing Tainted Water investigation, Halifax Water advances offer to replace lead pipes for free","Halifax Water is taking the next step in a landmark 14 million program to replace privately owned lead service lines, citing the Tainted Water investigation as a catalyst.","Halifax Water is moving the dial forward on a landmark program to replace lead pipes on private property, citing an investigation published by Global News and the Star Halifax as a catalyst for action. The utility wants to pay to replace every lead service l 7730 chars ",2019-11-29T00:51:29Z
,Black and Indigenous voices often missing from climate change discussions,"A push is on to reach out to marginalized groups in Nova Scotia, many of whom have historically lived in areas without good public infrastructure, potentially making them that much more vulnerable to the effects of a warming planet.","Climate changemay be considered by many to be the most pressing issuein the world right now. But for people in Nova Scotia's black and Indigenous communities too busy dealing with issues of poverty and racism, it's often way down the list. Now a push is on 3464 chars ",2019-11-12T10:00:00Z
,A North American french fry shortage could be on the horizon,"A shortage of potatoes could be on the horizon as a wet and cold fall, combined with an increased demand for the vegetable, has left farmers and french fry producers with a tight supply.","TORONTO Its a french fry lovers worst nightmare a potato shortage that could hit their wallet and their plate. Now, it looks like this nightmare could become a reality. Some potato producers in North America are reporting a cold and wet fall that has 1918 chars ",2019-12-03T02:24:46Z
aalhakim,Women scientists from N.S. and N.B. featured in database aimed at solving the gender gap,"""Too often, high profile articles, conference panels, and boards are filled with a disproportionate number of male voices.""","There are 19 women from Nova Scotia and New Brunswick featured in the Request a Woman Scientistdatabase launched by 500 Women Scientists, an organization representing the voices of tens of thousands of women scientists all over the globe. According to the o 8823 chars ",2019-11-18T12:47:58Z
Ellen Barry,"The amazing, epic tale of the Indian jungle prince","On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The message was passed on by our office manager through GChat, and it thrilled me so much that I preserved ","For decades, the royal family of Oudh led a reclusive life outside Delhi. This is their story On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The mess 42225 chars ",2019-11-26T16:00:00Z
Ellen Barry,"The amazing, epic tale of the Indian jungle prince","For decades, the royal family of Oudh led a reclusive life outside Delhi. This is their story","For decades, the royal family of Oudh led a reclusive life outside Delhi. This is their story On a spring afternoon in 2016, when I was working in India, I received a telephone message from a recluse who lived in a forest in the middle of Delhi. The mess 42944 chars ",2019-11-26T16:00:00Z
,Victims mother says guilty verdict in Halifax cell death sends national message Toronto Star,Victims mother says guilty verdict in Halifax cell death sends national message Toronto Star Halifax special constables found guilty in case of criminal negligence causing death TheChronicleHerald.ca Special constables found guilty in Halifax jail cell death,"HALIFAXSitting through the criminal negligence trial around her sons death in Halifax police custody has been hell, but for Jeannette Rogers a guilty verdict carries an important message. On Sunday, a jury ended its third day of deliberations by deliveri 7910 chars ",2019-11-11T00:07:33Z
,CN Rail strike reveals Sask. politicians on different tracks CBC.ca,CN Rail strike reveals Sask. politicians on different tracks CBC.ca CN strike could trigger layoffs at Halifax port as rail activity hits the brakes CTV News Co op Rgionale tries to maintain propane supply during CN strike The North Bay Nugget CN strike trig,"Two days after Canadian National Railway employees began strike action, a pair ofurgent motions hit the floor of Saskatchewan's legislature,illustratingdrastically different ideas on how to end the labour dispute. On Tuesday, roughly 3,200 CN Rail conduct 4594 chars ",2019-11-23T13:00:00Z
Michael MacDonald,Former president of Ukraine reveals details of 2017 meeting with Rudy Giuliani The Globe and Mail,"Petro Poroshenko told a security conference in Halifax he and Rudy Giuliani talked only about U.S. support, and insisted Giuliani did not ask for anything in return","Petro Poroshenko, former president of Ukraine, speaks at a session at the Halifax International Security Forum in Halifax on Nov. 24, 2019. Andrew Vaughan The Canadian Press The former president of Ukraine confirmed Sunday he met with Rudy Giuliani in late 4759 chars ",2019-11-24T19:52:32Z
"Paul P. Murphy, CNN",The aurora borealis will be visible in parts of the US tonight,"Thanks to a minor geomagnetic storm, the northern lights may be visible in parts of the northern United States and across Canada on Wednesday night."," CNN Thanks to a minor geomagnetic storm, the northern lights may be visible in parts of the northern United States and across Canada on Wednesday night. According to NOAA's Space Weather Prediction Center, an explosion of solar energy from the sun is set to 766 chars ",2019-11-20T15:34:10Z
Staff,CN says strike could prompt temporary layoffs at Halifax port Global News,"CN says strike could prompt temporary layoffs at Halifax port Global News What is really going on with the CN Rail strike, the propane shortage and Quebec's 'emergency' National Post Kenney's message to Quebec as it faces propane shortage 'Theyre called pip",Canadas biggest railway says temporary layoffs are likely at the Halifax port due to an ongoing strike by its workers. Canadian National Railway Co. says inactivity at the port means some rail employees will likely be placed on furlough if the labour stoppa 1232 chars ,2019-11-23T18:27:36Z
Mike Devlin,"James Taylor, Bonnie Raitt to play Victoria arena in 2020 Times Colonist","James Taylor, Bonnie Raitt to play Victoria arena in 2020 Times Colonist James Taylor, Bonnie Raitt Playing Mile One Centre VOCM Music icons Taylor, Raitt to play London's Budweiser Gardens The London Free Press James Taylor, Bonnie Raitt team up for Halifax ","James Taylor will kick off his Coast to Coast Canadian Tour in Victoria next year with Bonnie Raitt in tow, the first of 12 stops across the country for the Grammy Award winners. Taylor will be making his third Victoria appearance in 12 years when he perfor 658 chars ",2019-12-02T20:12:00Z
,How a 16 year old Canadian became part of the Hong Kong resistance The Globe and Mail,How a 16 year old Canadian became part of the Hong Kong resistance The Globe and Mail Trump claims he's why China didn't crush Hong Kong protests CTV News Hong Kong protests simmer as city prepares for crucial local elections Global News 'We will fight to the,Andy is a Canadian citizen in Hong Kong who's taken part in the pro democracy protests against the Chinese territory's rulers. The Globe and Mail is not disclosing his name because he risks legal consequences for speaking openly. Miguel Candela The Globe and 10734 chars ,2019-11-23T13:00:58Z
"James Poniewozik, Mike Hale and Margaret Lyons",The Best TV Shows of 2019,"Even though this year brought an exodus of notable shows, theres still so much great TV that its hard for anyone to rank it all comprehensively. Were giving it a shot anyway.","In an economical 132 minutes, this two part Mexican series a model of the investigative true crime documentary details a case of horrifying loss and chilling indifference. Part 1 is a harrowing re creation of the night in 2014 when 43 college students, on bus 3583 chars ",2019-12-02T21:07:46Z
Bill Bostock,"US committed to securing trade deal with China by year's end but can't turn blind eye to Hong Kong violence, top official says","The US wants to secure a trade deal with China by year's end but can't overlook violence in Hong Kong, a senior official has said. ""We're not going to turn a blind eye to what's happening in Hong Kong,"" Robert O'Brien, the head of the National Security Agency","The US wants to ink a trade deal with China by the end of 2019, but can't overlook violence in Hong Kong, the head of the National Security Agency has said. ""We were hoping to have deal done by the end of the year. I still think that's possible,"" Robert O'Br 1557 chars ",2019-11-24T09:41:40Z
AP,Navy Says White House Will Not Intervene In SEALs Disciplinary Proceeding,President Donald Trump had tweeted that he would not let the Navy remove Chief Petty Officer Edward Gallagher from the SEALs.,"WASHINGTON AP The Navy has been notified that the White House will not intervene to stop a disciplinary proceeding that could cost a SEAL his position in the elite unit, a senior Navy official said Sunday. Although President Donald Trump had tweeted on Thu 3281 chars ",2019-11-24T16:12:33Z
"Barbara Starr and Ryan Browne, CNN",The defense secretary said the President ordered him to allow a service member accused of war crimes to remain in the elite force,"Secretary of Defense Mark Esper said President Donald Trump ordered him to allow a controversial Navy SEAL accused of war crimes to keep his status in the elite service, despite resistance from Navy leaders."," CNN Secretary of Defense Mark Esper said President Donald Trump ordered him to allow a controversial Navy SEAL accused of war crimes to keep his status in the elite service, despite resistance from Navy leaders. Esper said that on Sunday Trump ""gave me an 4409 chars ",2019-11-25T16:47:09Z
ROBERT BURNS and ROB GILLIES Associated Press,Official says White House gave Navy go ahead on Gallagher,A disciplinary proceeding could cost a SEAL his position in the elite unit.,"The Navy has been notified that the White House will not intervene to stop a disciplinary proceeding that could cost a SEAL his position in the elite unit, a senior Navy official said Sunday. Although President Donald Trump had tweeted on Thursday that he wo 3434 chars ",2019-11-24T22:23:55Z
ROB GILLIES,U.S. Navy secretary says he wont consider Trumps tweet a formal order Global News,U.S. Navy secretary says he wont consider Trumps tweet a formal order Global News US Navy secretary says Trump tweet not a formal order Al Jazeera English Trump tweets support for war crimes veteran Edward Gallagher in fresh challenge to navy bosses The,"The secretary of the U.S. Navy said Saturday he doesnt consider a tweet by U.S. President Donald Trump an order and would need a formal order to stop a review of a sailor who could lose his status as a Navy SEAL. I need a formal order to act, Navy Secretary 3349 chars ",2019-11-24T13:03:32Z
