Tweet,message,match,polarity
2087, dmartosko how did you and jake tapper receive the same education from such a distinguished university and yet he c ,distinguished,positive
2088,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2089,central michigan university to increase detroit presence in enrollment turnaround effort ,None,neutral
2090,"rt zuby215 fully funded scholarships at the dept of geography, university of bonn, germany. msc in geography of environmental risks amp hu",risks,negative
2091,rt firesmartcanada is your community concerned about wildfire firesmart canada amp its partners offer 500 to help you educate your neigh,concerned,negative
2092,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2093,rt brianmassemp mgeist lawbytespod awakaruk jdebeer thank you michaelgeist amp awakaruk for highlighting the need to abolish crown co,None,neutral
2094,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2095,if you are unable to attend todays lecture the future of higher education in the age of disruption by farnam jah ,disruption,negative
2096,rt cdc indyscot islandviewer joannaccherry can you explain why english students pay massive fees in england while scotland provides fre,None,neutral
2097,exeter university reports student facebook page to police over links to 'nazi propaganda' ,None,neutral
2098,rt takimag the new purpose of so called higher education is to teach one how to live like a childindeed like a spoiled bratall through,like,positive
2099,these countries spend the most on university research funding education university ,None,neutral
2100,hey everyone i am a 19 year old first year student at southern new hampshire university studying secondary educati ,None,neutral
2101,rt yo its wolfnick extremely blessed to announce that i will be continuing my education and baseball career at the university of mary har,None,neutral
2102,going to university next year education fundraising page with gogetfunding allyonaroll fundingmonster please ,None,neutral
2103,rt impactgoldorg congrats to mississippi impact gold premier player 2020 alex perren on verbally committing to continue her education and,premier,positive
2104,were striking to save britains universities ,striking,positive
2105,congrats to mississippi impact gold premier player 2020 alex perren on verbally committing to continue her educatio ,premier,positive
2106, saddickadams youve got to understand the economies of both countries before you make some claims. in the future th ,None,neutral
2107,"rt reimaginehedu the best of education will convene at reimagine 2019, with speakers from apple, harvard, amazon web services, ibm, brow",best,positive
2108,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2109,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2110,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2111,november is nationalentrepreneurmonth. uofcincycec has many resources available that help our students start thei ,available,positive
2112,"free education university how to find scholarships and grants specifically tailored to your personality type, hob ",free,positive
2113,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2114,have you thought about becoming a professor in schools or a mentor for student teachers join us on 11 18 at 5 30pm ,None,neutral
2115,"rt sobhanajm9 ""international students contribute to the cultural and social growth of canada and enrich the education of local students b",enrich,positive
2116,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2117,rt liz sugg last tweet from me on the work of ukaid ahead of the election period im pleased its about our ukaiddirect work to suppo,pleased,positive
2118,university workers vote for eight day strike how will we know ,strike,negative
2119, iowaregents also more than a little interesting that the iowaregents are considering this new and very narrow ass ,interesting,positive
2120,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2121,rt felicitycallard if those outside uk wd like to know more about extraordinary events in uk he from feb 2018 till present including tra,extraordinary,positive
2122,rt wef these countries spend the most on university research funding university education ,None,neutral
2123,great chronicle piece noting the hyperselectivity of american elite education. worth noting as many have that we ,worth,positive
2124,"rt mattwolfab the calgary board of education pays 13 million per year to rent its headquarters, and hid 9.1 million in administration c",None,neutral
2125,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2126,rt innov8md thank you umbgradschool for your support of baltimore amp beyond umb is the states public health amp law university devoted,support,positive
2127,"rt soclinganth cfp language policy forum 2020 'language policy and human movements global, regional, local' dates 7 8 may, 2020 loca",None,neutral
2128,"the calgary board of education pays 13 million per year to rent its headquarters, and hid 9.1 million in administ ",None,neutral
2129,higher education vancouver island university ,None,neutral
2130,"today, in e mails ""hay, we are writing to you to inform you of the newly created education forgiveness program and ",None,neutral
2131,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2132,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2133,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2134,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2135,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2136,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2137,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2138,"rt ihse mcgill to colleagues from coast to coast across canada, consider submitting an abstract for our inaugural richard and sylvia crue",None,neutral
2139,rt simcomm academy the university of portsmouth have received national recognition aspih2019 for involving patients in education by tran,None,neutral
2140,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2141,how canada's new international education strategy may benefit you if you are an internationalstudent. ,benefit,positive
2142,"rt docrussjackson academics have experienced a huge increase in work intensification, year on year, for many years, amp university staff wi",work,positive
2143,study shows 50 rise in likelihood of england's poorest teenagers going to university since mid 90s ,poorest,negative
2144,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2145, ontspecialneeds different levels in different subjects are ok. check out bridging programs. ss who choose appli ,None,neutral
2146, zerocarbonsoc the cambridge university policy meeting on monday with shell and climate scientists sounds super int ,super,positive
2147,of course they feel inadequate.....considering the parents are off hands and leave education to the liberal hatefu ,None,neutral
2148,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2149,rt wef these countries spend the most on university research funding university education ,None,neutral
2150,rt chrismccork lecturer in law post at glasgow caledonian university. interest in private law subjects particularly welcome. opportunity,None,neutral
2151,rt wattsnow advanced education modules in anti doping with the best experts next march 2020 at the university of lausanne unil ,best,positive
2152,rt dohadebates we're excited to be going to dohaforum youthedition an interactive platform for university students to discuss global,excited,positive
2153,rt heritagehs vb alumni spotlight shayne sanders 19 is now playing for ohio valley university as a l ds and pursuing her degree in s,None,neutral
2154,rt wef these countries spend the most on university research funding university education ,None,neutral
2155,"rt sobhanajm9 ""international students contribute to the cultural and social growth of canada and enrich the education of local students b",enrich,positive
2156,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2157,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2158,if you are looking for information about training to teach come along to the uniofherts on 21st november from 5 7p ,None,neutral
2159,just found out the university of hawaii offers a degree in beekeeping. realizing i took the wrong path with my education,wrong,negative
2160,"rt danithepoet ummm... no, brian noland. this was not an attack on the universitys values. it was an attack on black students who attend",attack,negative
2161,some of the lovely murals at mico university college in kingston. jamaica mural art college jamaica education ,lovely,positive
2162,rt wearenorth99 step 1 underfund education to the brink of disaster. step 2 use the disaster to justify privatization step 3 rep,disaster,negative
2163,rt simcomm academy the university of portsmouth have received national recognition aspih2019 for involving patients in education by tran,None,neutral
2164,rt pricefaythe excited to announce that i have verbally committed to further my education and play lacrosse at oklahoma baptist universit,excited,positive
2165,"rt tmj dfw edu can you recommend anyone for this education job in richardson, tx click the link in our bio to see it and more. assista",recommend,positive
2166,rt wef these countries spend the most on university research funding university education ,None,neutral
2167,rt wef these countries spend the most on university research funding university education ,None,neutral
2168,rt wef these countries spend the most on university research funding university education ,None,neutral
2169,rt wef these countries spend the most on university research funding university education ,None,neutral
2170,"rt soclinganth cfp language policy forum 2020 'language policy and human movements global, regional, local' dates 7 8 may, 2020 loca",None,neutral
2171,excited to announce that i have verbally committed to further my education and play lacrosse at oklahoma baptist un ,excited,positive
2172,"ten of michigans 15 universities suffer decreasing enrollment, causing some education analysts to question the via ",suffer,negative
2173,rt wef these countries spend the most on university research funding university education ,None,neutral
2174,rt felicitycallard if those outside uk wd like to know more about extraordinary events in uk he from feb 2018 till present including tra,extraordinary,positive
2175,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2176,rt troniiq sithole i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it coul,None,neutral
2177," lomac92 when you write, the worst part about this is i do have a university education, i tend to agree.",worst,negative
2178,"free education university gt gt how to get grants for trade or vocational school, community colleges, or a university ",free,positive
2179,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2180,rt euginhocortez how can you complain about igbos getting university education do you know how lack of formal education hurt igbos ,hurt,negative
2181,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2182,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2183,rt wef these countries spend the most on university research funding university education ,None,neutral
2184,"we are very proud to announce our newest commit, khahli malone khahli has verbally committed to continue her educa ",proud,positive
2185,rt tundetash top 10 sites to learn excel for free sites for free online education sites for your career sites to review your re,free,positive
2186,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2187,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2188,many university academics in the uk and elsewhere are from china but they are silent because of fear or support o ,support,positive
2189,"rt uobschool we are delighted to announce, university of birmingham school has been awarded the school membership of music mark in recogn",awarded,positive
2190,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2191,"rt historicacanada teachers this treaty recognition week, use our treaties in canada education guide to help your students understand th",None,neutral
2192,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2193," iamsethr cchqpress johnmcdonnellmp lbc free university education norway,finland,sweden, germany, france. natio ",free,positive
2194,rt wef these countries spend the most on university research funding university education ,None,neutral
2195,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2196,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2197,"rt gazettedotcom stacey abrams urges awareness, urgency in appearance on university of iowa campus ",None,neutral
2198,bbc news university workers vote for eight day strike ,strike,negative
2199,rt wef these countries spend the most on university research funding university education ,None,neutral
2200,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2201, mgeist lawbytespod awakaruk jdebeer thank you michaelgeist amp awakaruk for highlighting the need to abolish cr ,None,neutral
2202,"rt greg doucette in today's criminal justice news, researchers at the university of toledo and ball state university have released yet an",criminal,negative
2203, pantibliss new on the block david quinn on wikipedia education dublin city university profession drag queen or ,drag,negative
2204,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2205,"stacey adams on a ticket is a real plus for a lot of democratic voters, and now she's saying it's possible. ",None,neutral
2206,rt wubusiness hear unique stories from two internationalstudents at centennialedu and mcgillu on how our scholars program in canada h,None,neutral
2207,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2208,rt hannytalker admin officer location abuja 0 2 years. he she must be very conversant with the use of social media education a unive,None,neutral
2209," thelastleg isitok that despite university fees being higher than ever, students will miss out on yet more of thei ",miss,negative
2210,theres no better engagement than being active for matters of education theres no better democracy than protestin ,better,positive
2211,meanwhile the same government has imprisoned activists of the movement for the university just for throwing some eg ,None,neutral
2212," thebabylonbee unfortunately, this is a sad commentary on us primary, secondary and university education as it has ",sad,negative
2213,"rt anniekidder ""there's a lot that's great about the state of public education in this city and beyond."" mattgallowaycbc metromorning",great,positive
2214,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2215,"rt janayamcintosh any student out there at salisbury university that wants to get an education and be celebrated for being black, and don",celebrated,positive
2216,rt adminunc another rewarding day of spending students' to commission long reports arguing students deserved to be beaten and arrested.,rewarding,positive
2217," missshsmart have you considered an alted job like education policy, charity, museum work, university outreach etc ",like,positive
2218,rt troniiq sithole i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it coul,None,neutral
2219,rt troniiq sithole i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it coul,None,neutral
2220,rt wef these countries spend the most on university research funding university education ,None,neutral
2221,"rt malalafund for deema hiram, the fight for girls' education is personal. she remembers being one of four female students in her class a",None,neutral
2222,rt detroitnews four members of the wsu board of governors voted to oust president m. roy wilson in a move that puts pressure on the unive,None,neutral
2223,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2224,rt golferpreston im so excited to announce my verbal commitment to play division 1 golf and continue my education at the university of n,commitment,positive
2225,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2226,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2227,rt efnbrussels starting the 2nd day of qualmentproject3rd transnational meeting with the partners from oulu university presenting the p,None,neutral
2228,a year apprenticeship with my friend's dad. i am middle class it costs more to be poor and had parents to live w ,poor,negative
2229,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2230,rt troniiq sithole i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it coul,None,neutral
2231,"rt gazettedotcom stacey abrams urges awareness, urgency in appearance on university of iowa campus ",None,neutral
2232,rt adminunc another rewarding day of spending students' to commission long reports arguing students deserved to be beaten and arrested.,rewarding,positive
2233,rt troniiq sithole i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it coul,None,neutral
2234,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2235,"rt spiredub sixth international conference of the british association for the study of spirituality 'spirituality in research, professio",None,neutral
2236,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2237,rt troniiq sithole i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it coul,None,neutral
2238,another rewarding day of spending students' to commission long reports arguing students deserved to be beaten and ,rewarding,positive
2239,"rt anniekidder ""there's a lot that's great about the state of public education in this city and beyond."" mattgallowaycbc metromorning",great,positive
2240,congratulations to lschuwirth for being recognised nationally australian as the leading researcher in discipline ,leading,positive
2241,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2242,"earlier this year, it was announced that und would invest 10 million in the college of engineering and mines, spec ",None,neutral
2243, odu even more students could attend university if we had collegeforall. even going to one of the cheapest schools ,cheapest,positive
2244,i cant believe im saying this again but guys having university degrees doesnt mean you are an intellectual. it c ,None,neutral
2245,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2246,bbc news university workers vote for eight day strike ,strike,negative
2247,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2248,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2249,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2250," abevoelker in competition with television, print and digital news and opinion, k 12 and university education, film ",None,neutral
2251,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2252,"cfp language policy forum 2020 'language policy and human movements global, regional, local' dates 7 8 may, 20 ",None,neutral
2253,"regional australias share of higher education students has fallen steadily, with the biggest drop occurring last y ",fallen,negative
2254,proud of my alma mater. penn takes a step up to number 11 in the 2020 ranking of the best universities in the worl ,best,positive
2255,rt marcpsinger it seems like universities turn to opms in order to benefit from their expertisebut if online learning is fundamental to,benefit,positive
2256,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2257,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2258,free education university is a 17 course curriculum that teaches you how to find the right financial opportunitie ,right,positive
2259,"torah, raised amish, escaped at age 15 so she could learn. she'll share what she's doing to make education a federa ",None,neutral
2260,"torah, raised amish, escaped at age 15 so she could learn. she'll share what she's doing to make education a federa ",None,neutral
2261," thetalk therealeve when working as an rn in a recovery room, i was also going to university by distance educatio ",recovery,positive
2262,tomorrow the creators of the award winning podcast otbpodcastuk will be at hwsf talking about their experiences in ,winning,positive
2263,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2264,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2265,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2266,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2267,rt cannabistu getting a higher education at cannabis training university dank ,None,neutral
2268,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2269,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2270,"can you recommend anyone for this education job in richardson, tx click the link in our bio to see it and more. ",recommend,positive
2271,"get used to it. kenney cuts forthepeople will increase costs of all services, programs, education, healthcare. ",None,neutral
2272,rt sheila06942158 once upon a time uf was a place we went to start our journey of higher education into real life..now uf is forbidding s,forbidding,negative
2273,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2274,rt independent university reports student confession facebook page to police over 'nazi propaganda' ,confession,negative
2275,rt wef these countries spend the most on university research funding university education ,None,neutral
2276,human rights tribunal finds school board provided reasonable accommodations for student with asd. ,reasonable,positive
2277,rt debradymd how a university took on the textbook industry edsurge news education,None,neutral
2278,"rt tmj rip edu want to land a job like ""associate director, leadership alliance"" at brown university applicant tracking systems look for",None,neutral
2279,"want to land a job like ""associate director, leadership alliance"" at brown university applicant tracking systems l ",like,positive
2280,"rt opendemocracy at university, soniasodha was a vocal campaigner for free higher education. but she has since changed her mind about a",free,positive
2281,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2282,"rt fordschool at the ford school, hillary clinton gave suggestions for what needs to be done to gain back americas credibility during he",gain,positive
2283,getting a higher education at cannabis training university dank ,None,neutral
2284,"rt anniekidder ""there's a lot that's great about the state of public education in this city and beyond."" mattgallowaycbc metromorning",great,positive
2285,how a university took on the textbook industry edsurge news education,None,neutral
2286,rt dryasmeenbang arman belonged to a modest family from sanjawi in the ziarat district of balochistan. his father was a driver. arman rec,modest,positive
2287,"fayetteville state university is hiring in fayetteville, nc read about our latest education job opening via the ",None,neutral
2288,rt euginhocortez how can you complain about igbos getting university education do you know how lack of formal education hurt igbos ,hurt,negative
2289,once upon a time uf was a place we went to start our journey of higher education into real life..now uf is forbiddi ,None,neutral
2290,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2291,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2292,how can you complain about igbos getting university education do you know how lack of formal education hurt igbo ,hurt,negative
2293,"... because the pc's didn't, nor the liberals befor them, nor the pc's before them, all the way back at least to jo ",None,neutral
2294,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2295,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2296,rt heritagehs vb alumni spotlight shayne sanders 19 is now playing for ohio valley university as a l ds and pursuing her degree in s,None,neutral
2297,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2298,"rt sharada3 announcing our new national organization j schools canada colesj. with journalism facing a range of threats, canadian journa",None,neutral
2299,rt tundetash top 10 sites to learn excel for free sites for free online education sites for your career sites to review your re,free,positive
2300,rt dryasmeenbang arman belonged to a modest family from sanjawi in the ziarat district of balochistan. his father was a driver. arman rec,modest,positive
2301,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2302,"rt janayamcintosh any student out there at salisbury university that wants to get an education and be celebrated for being black, and don",celebrated,positive
2303,"rt miss mcinerney gavin williamson claims to be the first education secretary to have attended fe college, in his times piece today. davi",miss,negative
2304,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2305,"rt rwpusa paula white is to religion what trump university was to higher education a fraud. paula white, newest white house aide, is a",trump,positive
2306,"rt miss mcinerney gavin williamson claims to be the first education secretary to have attended fe college, in his times piece today. davi",miss,negative
2307,"rt tenablesecurity today kicks off tenable university day at edgelondon2019 did you know that our education team launched a ""tenable",None,neutral
2308,rt dachavisprodigy i am very proud to announce that ive decided to commit. i verbally committed to continue my education and softball ca,proud,positive
2309,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2310,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2311,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2312,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2313,"rt gazettedotcom stacey abrams urges awareness, urgency in appearance on university of iowa campus ",None,neutral
2314,"stacey abrams urges awareness, urgency in appearance on university of iowa campus ",None,neutral
2315,rt kitchenman this new national report by a nonprofit focused on access to higher education finds that the university of alaska fairbanks,None,neutral
2316, dumielauxepices lucyhallsop sammaayan findshorty jewcombe obiwanconobi l3wishamballack because private schoo ,None,neutral
2317,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2318,rt wearenorth99 step 1 underfund education to the brink of disaster. step 2 use the disaster to justify privatization step 3 rep,disaster,negative
2319,welcome to welcome to university of electronic science and technology ofchina ,welcome,positive
2320,welcome to welcome to university of electronic science and technology ofchina ,welcome,positive
2321,"we are thrilled to have professor jane agyemang, former minister for education in ghana amp 1st female vice chancello ",None,neutral
2322,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2323,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2324,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2325,rt sophiakember a 10 minimum wage would damage small business amp university education is something we are so fortunate to have access to,None,neutral
2326,rt wef these countries spend the most on university research funding university education ,None,neutral
2327,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2328,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2329,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2330,rt kitchenman this new national report by a nonprofit focused on access to higher education finds that the university of alaska fairbanks,None,neutral
2331,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2332,please rt gt gt free education university how to graduate debt free get 75 off for a limited time link in bio ,limited,negative
2333,rt golferpreston im so excited to announce my verbal commitment to play division 1 golf and continue my education at the university of n,commitment,positive
2334,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2335,this new national report by a nonprofit focused on access to higher education finds that the university of alaska f ,None,neutral
2336,"rt docrussjackson academics have experienced a huge increase in work intensification, year on year, for many years, amp university staff wi",work,positive
2337,rt tiesyyc new linc semester starting on november 25 are you new to canada do you want to learn english register in our linc program,None,neutral
2338,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2339,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2340,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2341,rt wef these countries spend the most on university research funding university education ,None,neutral
2342,rt dordteduc know a colleague who's considering their master's in education and would enjoy dordt recommend a colleague below and we'll,recommend,positive
2343,pcs urge minister to deal with school violence as bullied teen leaves n.l. cbc news ,None,neutral
2344,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2345,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2346,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2347,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2348,"rt rwpusa paula white is to religion what trump university was to higher education a fraud. paula white, newest white house aide, is a",trump,positive
2349,"rt njartistsined arts learning experiences benefit students in terms of social, emotional, and academic outcomes, write researchers dan",benefit,positive
2350,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
2351,rt golferpreston im so excited to announce my verbal commitment to play division 1 golf and continue my education at the university of n,commitment,positive
2352,"rt uiowa from the university of iowa to american institutes for research, see how iowas reputation connected this uiowaeducation grad t",reputation,positive
2353,"rt anniekidder ""there's a lot that's great about the state of public education in this city and beyond."" mattgallowaycbc metromorning",great,positive
2354," willpooley there is talk amongst students about using the time to help set up a ""free university of bristol"" aimed ",None,neutral
2355,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2356,"rt malalafund for deema hiram, the fight for girls' education is personal. she remembers being one of four female students in her class a",None,neutral
2357," caspasian nagev4 philiphammonduk ""the most dramatic split is along the lines of education. 70 of voters whose e ",split,negative
2358,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2359,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2360,rt firesmartcanada is your community concerned about wildfire firesmart canada amp its partners offer 500 to help you educate your neigh,concerned,negative
2361,"rt drealilorinboy university of ilorin faculty of agriculture, social sciences , arts and education has more hoes than any other faculty.",None,neutral
2362,today i graduated my 3 years at cheater university and got my degree in education and sociology back to the reali ,cheater,negative
2363,rt independent strikes at 60 universities to hit more than a million students ,None,neutral
2364,rt free taheri nov 4th 15th day of saha mortezai's sit in at university campus in protest to being denied phd enrolment because of her,denied,negative
2365,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2366, jilliantruman denying my university education offended me,denying,negative
2367,"rt mbacsea ""business schools are moving away from the degrees traditional model to meet student needsand stay alive"" ",None,neutral
2368,rt sherrytalksback were striking to save britains universities ,striking,positive
2369," dvibz ayaajess education is key, unfortunately fear is what kept most from using it due to bad information like r ",bad,negative
2370,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2371,"rt rwpusa paula white is to religion what trump university was to higher education a fraud. paula white, newest white house aide, is a",trump,positive
2372,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2373,rt golferpreston im so excited to announce my verbal commitment to play division 1 golf and continue my education at the university of n,commitment,positive
2374,rt stephbell81 mcmaster university students can now ask for a blockcert as proof of education gc talent now accepts links to blockcert,talent,positive
